"","seqnames","start","end","width","strand","peakNames"
"339","1",909551,909976,426,"*",c("SRR5874657__00372", "SRR5874658__00429")
"340","1",910113,910381,269,"*",c("SRR5874657__00373", "SRR5874658__00430")
"341","1",917799,918446,648,"*",c("SRR5874657__00374", "SRR5874658__00432")
"342","1",921595,921808,214,"*",c("SRR5874658__00434", "SRR5874657__00375")
"343","1",922272,922397,126,"*",c("SRR5874657__00376", "SRR5874658__00435")
"344","1",927164,927329,166,"*",c("SRR5874658__00436", "SRR5874657__00377")
"345","1",929802,930031,230,"*",c("SRR5874658__00437", "SRR5874657__00378")
"346","1",930577,930923,347,"*",c("SRR5874658__00438", "SRR5874657__00379")
"347","1",931620,932346,727,"*",c("SRR5874658__00439", "SRR5874657__00380", "SRR5874658__00440")
"348","1",932765,932998,234,"*",c("SRR5874658__00441", "SRR5874657__00381")
"349","1",933472,933680,209,"*",c("SRR5874657__00382", "SRR5874658__00442")
"350","1",937535,938011,477,"*",c("SRR5874658__00443", "SRR5874657__00384")
"351","1",943353,943487,135,"*",c("SRR5874657__00385", "SRR5874658__00444")
"352","1",943637,943791,155,"*",c("SRR5874657__00386", "SRR5874658__00445")
"353","1",951815,952289,475,"*",c("SRR5874658__00446", "SRR5874657__00387")
"354","1",952976,953101,126,"*",c("SRR5874657__00388", "SRR5874658__00447")
"355","1",954156,954409,254,"*",c("SRR5874658__00448", "SRR5874657__00389")
"356","1",956484,957319,836,"*",c("SRR5874658__00449", "SRR5874657__00390", "SRR5874658__00450")
"357","1",957940,958294,355,"*",c("SRR5874658__00451", "SRR5874657__00391")
"358","1",961387,961660,274,"*",c("SRR5874658__00452", "SRR5874657__00392")
"359","1",961722,962018,297,"*",c("SRR5874658__00453", "SRR5874657__00393")
"360","1",966658,966929,272,"*",c("SRR5874657__00394", "SRR5874658__00454")
"361","1",967607,967800,194,"*",c("SRR5874657__00395", "SRR5874658__00455")
"362","1",970674,970902,229,"*",c("SRR5874657__00396", "SRR5874658__00456")
"363","1",973059,973330,272,"*",c("SRR5874657__00397", "SRR5874658__00457")
"364","1",974865,975040,176,"*",c("SRR5874658__00458", "SRR5874657__00398")
"365","1",975461,975640,180,"*",c("SRR5874658__00459", "SRR5874657__00399")
"366","1",976452,976630,179,"*",c("SRR5874658__00460", "SRR5874657__00400")
"367","1",978129,978441,313,"*",c("SRR5874658__00461", "SRR5874657__00402")
"368","1",978557,978774,218,"*",c("SRR5874657__00403", "SRR5874658__00462")
"369","1",978981,979299,319,"*",c("SRR5874657__00405", "SRR5874658__00463")
"370","1",981827,982285,459,"*",c("SRR5874658__00464", "SRR5874657__00406")
"371","1",983280,984550,1271,"*",c("SRR5874658__00465", "SRR5874657__00407")
"372","1",984654,984805,152,"*",c("SRR5874657__00408", "SRR5874658__00466")
"373","1",993185,993508,324,"*",c("SRR5874658__00468", "SRR5874657__00409")
"374","1",995892,996192,301,"*",c("SRR5874657__00410", "SRR5874658__00469")
"375","1",1004925,1005114,190,"*",c("SRR5874657__00411", "SRR5874658__00474")
"376","1",1008390,1008629,240,"*",c("SRR5874658__00475", "SRR5874657__00412")
"377","1",1010858,1011392,535,"*",c("SRR5874658__00476", "SRR5874657__00413", "SRR5874658__00477")
"378","1",1017719,1017893,175,"*",c("SRR5874658__00479", "SRR5874657__00414")
"379","1",1017937,1018168,232,"*",c("SRR5874657__00415", "SRR5874658__00480")
"380","1",1022088,1022287,200,"*",c("SRR5874657__00416", "SRR5874658__00481")
"381","1",1023865,1024596,732,"*",c("SRR5874657__00418", "SRR5874658__00482", "SRR5874658__00483", "SRR5874657__00419")
"382","1",1028266,1029272,1007,"*",c("SRR5874657__00420", "SRR5874658__00484")
"383","1",1036057,1036535,479,"*",c("SRR5874657__00423", "SRR5874658__00485")
"384","1",1040272,1040573,302,"*",c("SRR5874658__00486", "SRR5874657__00424")
"385","1",1043152,1043659,508,"*",c("SRR5874658__00488", "SRR5874657__00425")
"386","1",1043795,1043908,114,"*",c("SRR5874657__00426", "SRR5874658__00489")
"387","1",1044749,1044917,169,"*",c("SRR5874657__00427", "SRR5874658__00490")
"388","1",1049778,1050269,492,"*",c("SRR5874657__00428", "SRR5874658__00491")
"389","1",1051097,1051427,331,"*",c("SRR5874657__00429", "SRR5874658__00492")
"390","1",1056025,1056325,301,"*",c("SRR5874657__00430", "SRR5874658__00493")
"391","1",1059297,1059475,179,"*",c("SRR5874658__00494", "SRR5874657__00431")
"392","1",1064298,1064588,291,"*",c("SRR5874658__00495", "SRR5874657__00432")
"393","1",1070957,1071257,301,"*",c("SRR5874657__00433", "SRR5874658__00496")
"394","1",1071322,1071576,255,"*",c("SRR5874657__00434", "SRR5874658__00497")
"395","1",1071898,1072031,134,"*",c("SRR5874657__00436", "SRR5874658__00498")
"396","1",1072320,1072426,107,"*",c("SRR5874657__00437", "SRR5874658__00499")
"397","1",1072479,1073421,943,"*",c("SRR5874657__00438", "SRR5874658__00500")
"398","1",1080495,1080736,242,"*",c("SRR5874658__00501", "SRR5874657__00439")
"399","1",1080835,1081462,628,"*",c("SRR5874658__00502", "SRR5874657__00440")
"400","1",1084490,1084932,443,"*",c("SRR5874657__00442", "SRR5874658__00503")
"401","1",1085390,1085512,123,"*",c("SRR5874658__00504", "SRR5874657__00443")
"402","1",1085572,1086206,635,"*",c("SRR5874658__00505", "SRR5874657__00444", "SRR5874658__00506")
"403","1",1096528,1097063,536,"*",c("SRR5874658__00507", "SRR5874657__00445")
"404","1",1101963,1102078,116,"*",c("SRR5874657__00446", "SRR5874658__00508")
"405","1",1103235,1103497,263,"*",c("SRR5874658__00509", "SRR5874657__00447")
"406","1",1103942,1104115,174,"*",c("SRR5874658__00510", "SRR5874657__00448")
"407","1",1104712,1105029,318,"*",c("SRR5874657__00449", "SRR5874658__00511")
"408","1",1105446,1105683,238,"*",c("SRR5874657__00450", "SRR5874658__00512")
"409","1",1106191,1106481,291,"*",c("SRR5874658__00514", "SRR5874657__00451")
"410","1",1108651,1109168,518,"*",c("SRR5874657__00452", "SRR5874658__00515")
"411","1",1114193,1114489,297,"*",c("SRR5874657__00454", "SRR5874658__00517")
"412","1",1123234,1123444,211,"*",c("SRR5874657__00456", "SRR5874658__00518")
"413","1",1125296,1125611,316,"*",c("SRR5874658__00519", "SRR5874657__00457")
"414","1",1129337,1129826,490,"*",c("SRR5874657__00458", "SRR5874658__00520")
"415","1",1130021,1130392,372,"*",c("SRR5874658__00521", "SRR5874657__00459")
"416","1",1131424,1131685,262,"*",c("SRR5874658__00522", "SRR5874657__00460")
"417","1",1131782,1132014,233,"*",c("SRR5874657__00461", "SRR5874658__00523")
"418","1",1133823,1134084,262,"*",c("SRR5874658__00524", "SRR5874657__00462")
"419","1",1134197,1134768,572,"*",c("SRR5874657__00463", "SRR5874658__00525", "SRR5874658__00526", "SRR5874658__00527")
"420","1",1136119,1136309,191,"*",c("SRR5874658__00528", "SRR5874657__00465")
"421","1",1139927,1140161,235,"*",c("SRR5874658__00529", "SRR5874657__00467")
"422","1",1141297,1141587,291,"*",c("SRR5874657__00468", "SRR5874658__00530")
"423","1",1143016,1143340,325,"*",c("SRR5874657__00469", "SRR5874658__00531")
"424","1",1143453,1144072,620,"*",c("SRR5874658__00532", "SRR5874657__00470")
"425","1",1146662,1146794,133,"*",c("SRR5874657__00471", "SRR5874658__00534")
"426","1",1148962,1149087,126,"*",c("SRR5874658__00535", "SRR5874657__00472")
"427","1",1149113,1149284,172,"*",c("SRR5874658__00536", "SRR5874657__00473")
"428","1",1154503,1155184,682,"*",c("SRR5874658__00537", "SRR5874657__00474")
"429","1",1157716,1158007,292,"*",c("SRR5874657__00476", "SRR5874658__00538")
"430","1",1158937,1159238,302,"*",c("SRR5874658__00539", "SRR5874657__00478")
"431","1",1164791,1165202,412,"*",c("SRR5874658__00540", "SRR5874657__00479")
"432","1",1166820,1167393,574,"*",c("SRR5874657__00480", "SRR5874658__00541")
"433","1",1169404,1169544,141,"*",c("SRR5874658__00542", "SRR5874657__00481")
"434","1",1169687,1169872,186,"*",c("SRR5874658__00543", "SRR5874657__00482")
"435","1",1169990,1170110,121,"*",c("SRR5874658__00544", "SRR5874657__00483")
"436","1",1170696,1170848,153,"*",c("SRR5874658__00545", "SRR5874657__00484")
"437","1",1171668,1171779,112,"*",c("SRR5874658__00546", "SRR5874657__00485")
"438","1",1172895,1173271,377,"*",c("SRR5874657__00486", "SRR5874658__00547", "SRR5874658__00548")
"439","1",1174292,1174453,162,"*",c("SRR5874657__00487", "SRR5874658__00549")
"440","1",1183636,1183743,108,"*",c("SRR5874658__00550", "SRR5874657__00488")
"441","1",1188316,1188894,579,"*",c("SRR5874658__00552", "SRR5874657__00489")
"442","1",1191288,1191701,414,"*",c("SRR5874657__00490", "SRR5874658__00553")
"443","1",1193746,1194146,401,"*",c("SRR5874657__00491", "SRR5874658__00554")
"444","1",1197563,1197824,262,"*",c("SRR5874657__00492", "SRR5874658__00555")
"445","1",1197899,1198288,390,"*",c("SRR5874657__00493", "SRR5874658__00556", "SRR5874658__00557")
"446","1",1201976,1202272,297,"*",c("SRR5874657__00494", "SRR5874658__00559")
"447","1",1206563,1206695,133,"*",c("SRR5874657__00496", "SRR5874658__00560")
"448","1",1210893,1211063,171,"*",c("SRR5874658__00561", "SRR5874657__00497")
"449","1",1215600,1216152,553,"*",c("SRR5874657__00498", "SRR5874658__00562")
"450","1",1221099,1221231,133,"*",c("SRR5874657__00499", "SRR5874658__00565")
"451","1",1222313,1222445,133,"*",c("SRR5874658__00566", "SRR5874657__00500")
"452","1",1224511,1224778,268,"*",c("SRR5874657__00501", "SRR5874658__00567")
"453","1",1226184,1226709,526,"*",c("SRR5874658__00568", "SRR5874657__00502", "SRR5874658__00569")
"454","1",1230994,1231120,127,"*",c("SRR5874657__00503", "SRR5874658__00570")
"455","1",1232278,1232679,402,"*",c("SRR5874657__00504", "SRR5874658__00571")
"456","1",1233252,1233813,562,"*",c("SRR5874658__00572", "SRR5874657__00505", "SRR5874658__00573")
"457","1",1235911,1236223,313,"*",c("SRR5874657__00506", "SRR5874658__00574")
"458","1",1236321,1236748,428,"*",c("SRR5874657__00507", "SRR5874658__00575")
"459","1",1238911,1239080,170,"*",c("SRR5874658__00576", "SRR5874657__00508")
"460","1",1240249,1240556,308,"*",c("SRR5874658__00577", "SRR5874657__00509")
"461","1",1242542,1242642,101,"*",c("SRR5874658__00578", "SRR5874657__00510")
"462","1",1244302,1244461,160,"*",c("SRR5874657__00511", "SRR5874658__00579")
"463","1",1248834,1249336,503,"*",c("SRR5874658__00580", "SRR5874657__00512")
"464","1",1258344,1258538,195,"*",c("SRR5874657__00513", "SRR5874658__00581")
"465","1",1261354,1261749,396,"*",c("SRR5874657__00514", "SRR5874658__00582")
"466","1",1272523,1272721,199,"*",c("SRR5874657__00515", "SRR5874658__00583")
"467","1",1274089,1274370,282,"*",c("SRR5874657__00516", "SRR5874658__00584")
"468","1",1281010,1281299,290,"*",c("SRR5874658__00586", "SRR5874657__00517")
"469","1",1286442,1286663,222,"*",c("SRR5874658__00587", "SRR5874657__00518")
"470","1",1288658,1288914,257,"*",c("SRR5874658__00588", "SRR5874657__00519", "SRR5874658__00589")
"471","1",1290802,1291397,596,"*",c("SRR5874657__00520", "SRR5874658__00590")
"472","1",1291954,1292168,215,"*",c("SRR5874658__00591", "SRR5874657__00521")
"473","1",1298960,1299205,246,"*",c("SRR5874657__00522", "SRR5874658__00592")
"474","1",1299348,1299697,350,"*",c("SRR5874657__00523", "SRR5874658__00593")
"475","1",1305585,1306167,583,"*",c("SRR5874657__00524", "SRR5874658__00594", "SRR5874657__00525")
"476","1",1307028,1307303,276,"*",c("SRR5874657__00526", "SRR5874658__00595")
"477","1",1307797,1308151,355,"*",c("SRR5874657__00527", "SRR5874658__00596")
"478","1",1308633,1308864,232,"*",c("SRR5874657__00528", "SRR5874658__00597")
"479","1",1310952,1311142,191,"*",c("SRR5874657__00529", "SRR5874658__00599")
"480","1",1312763,1313608,846,"*",c("SRR5874657__00530", "SRR5874658__00601")
"481","1",1320817,1321317,501,"*",c("SRR5874658__00603", "SRR5874657__00531")
"482","1",1321690,1321978,289,"*",c("SRR5874658__00604", "SRR5874657__00532")
"483","1",1324734,1325055,322,"*",c("SRR5874657__00533", "SRR5874658__00605")
"484","1",1331117,1331574,458,"*",c("SRR5874657__00535", "SRR5874658__00606")
"485","1",1333510,1333931,422,"*",c("SRR5874658__00607", "SRR5874657__00536")
"486","1",1337840,1338177,338,"*",c("SRR5874658__00608", "SRR5874657__00537")
"487","1",1338453,1338775,323,"*",c("SRR5874658__00609", "SRR5874657__00538")
"488","1",1339011,1339189,179,"*",c("SRR5874657__00539", "SRR5874658__00610", "SRR5874657__00540")
"489","1",1343562,1344154,593,"*",c("SRR5874657__00542", "SRR5874658__00611", "SRR5874658__00612", "SRR5874658__00613")
"490","1",1344803,1345077,275,"*",c("SRR5874658__00614", "SRR5874657__00543")
"491","1",1349784,1350339,556,"*",c("SRR5874658__00615", "SRR5874657__00544")
"492","1",1355041,1355205,165,"*",c("SRR5874658__00616", "SRR5874657__00545")
"493","1",1355549,1356165,617,"*",c("SRR5874657__00546", "SRR5874658__00617")
"494","1",1358371,1358649,279,"*",c("SRR5874658__00619", "SRR5874657__00547")
"495","1",1361932,1362113,182,"*",c("SRR5874658__00620", "SRR5874657__00548")
"496","1",1362215,1362737,523,"*",c("SRR5874658__00621", "SRR5874657__00549")
"497","1",1364936,1365118,183,"*",c("SRR5874657__00550", "SRR5874658__00622")
"498","1",1368607,1369044,438,"*",c("SRR5874657__00551", "SRR5874658__00623")
"499","1",1375712,1375905,194,"*",c("SRR5874657__00552", "SRR5874658__00624")
"500","1",1383751,1383906,156,"*",c("SRR5874657__00553", "SRR5874658__00625")
"501","1",1391105,1391370,266,"*",c("SRR5874658__00626", "SRR5874657__00554")
"502","1",1391590,1391906,317,"*",c("SRR5874658__00627", "SRR5874657__00555")
"503","1",1396009,1396166,158,"*",c("SRR5874657__00556", "SRR5874658__00628")
"504","1",1398877,1399038,162,"*",c("SRR5874658__00629", "SRR5874657__00557")
"505","1",1399053,1399281,229,"*",c("SRR5874658__00630", "SRR5874657__00558")
"506","1",1407441,1407798,358,"*",c("SRR5874658__00631", "SRR5874657__00559")
"507","1",1410652,1411233,582,"*",c("SRR5874657__00560", "SRR5874658__00632")
"508","1",1416153,1416291,139,"*",c("SRR5874658__00634", "SRR5874657__00561")
"509","1",1418399,1418740,342,"*",c("SRR5874658__00635", "SRR5874657__00562")
"510","1",1421808,1422518,711,"*",c("SRR5874657__00563", "SRR5874658__00636", "SRR5874658__00637")
"511","1",1422606,1422976,371,"*",c("SRR5874658__00638", "SRR5874657__00564")
"512","1",1423247,1423389,143,"*",c("SRR5874657__00565", "SRR5874658__00639")
"513","1",1423805,1423951,147,"*",c("SRR5874657__00566", "SRR5874658__00640")
"514","1",1423990,1424151,162,"*",c("SRR5874658__00641", "SRR5874657__00567")
"515","1",1425491,1425624,134,"*",c("SRR5874657__00568", "SRR5874658__00642")
"516","1",1426531,1426824,294,"*",c("SRR5874657__00569", "SRR5874658__00643")
"517","1",1430923,1431145,223,"*",c("SRR5874657__00570", "SRR5874658__00644")
"518","1",1432791,1432956,166,"*",c("SRR5874657__00571", "SRR5874658__00645")
"519","1",1433157,1433277,121,"*",c("SRR5874657__00572", "SRR5874658__00646")
"520","1",1433624,1433877,254,"*",c("SRR5874657__00573", "SRR5874658__00648")
"521","1",1433995,1434191,197,"*",c("SRR5874658__00649", "SRR5874657__00574")
"522","1",1434262,1434923,662,"*",c("SRR5874658__00650", "SRR5874657__00575")
"523","1",1436740,1436862,123,"*",c("SRR5874657__00576", "SRR5874658__00651")
"524","1",1437511,1437720,210,"*",c("SRR5874658__00652", "SRR5874657__00577")
"525","1",1441303,1441472,170,"*",c("SRR5874658__00653", "SRR5874657__00579")
"526","1",1445059,1445138,80,"*",c("SRR5874657__00580", "SRR5874658__00654")
"527","1",1450798,1451038,241,"*",c("SRR5874658__00656", "SRR5874657__00581")
"528","1",1455281,1455438,158,"*",c("SRR5874658__00659", "SRR5874657__00583")
"529","1",1455829,1455964,136,"*",c("SRR5874657__00584", "SRR5874658__00660")
"530","1",1456666,1456960,295,"*",c("SRR5874657__00585", "SRR5874658__00661")
"531","1",1458573,1459152,580,"*",c("SRR5874658__00662", "SRR5874657__00586")
"532","1",1462054,1462452,399,"*",c("SRR5874658__00663", "SRR5874657__00588")
"533","1",1462952,1463112,161,"*",c("SRR5874658__00664", "SRR5874657__00589")
"534","1",1469039,1469575,537,"*",c("SRR5874657__00590", "SRR5874658__00665")
"535","1",1469852,1469972,121,"*",c("SRR5874658__00666", "SRR5874657__00591")
"536","1",1470177,1470744,568,"*",c("SRR5874658__00667", "SRR5874657__00592")
"537","1",1476142,1476322,181,"*",c("SRR5874657__00593", "SRR5874658__00668")
"538","1",1477228,1477447,220,"*",c("SRR5874657__00594", "SRR5874658__00670")
"539","1",1477595,1477916,322,"*",c("SRR5874657__00595", "SRR5874658__00671")
"540","1",1478621,1479294,674,"*",c("SRR5874657__00596", "SRR5874658__00672")
"541","1",1479931,1480098,168,"*",c("SRR5874658__00673", "SRR5874657__00597")
"542","1",1482194,1482644,451,"*",c("SRR5874657__00598", "SRR5874658__00674")
"543","1",1486912,1487332,421,"*",c("SRR5874658__00675", "SRR5874657__00599")
"544","1",1494233,1494388,156,"*",c("SRR5874658__00677", "SRR5874657__00600")
"545","1",1494673,1494836,164,"*",c("SRR5874657__00601", "SRR5874658__00678")
"546","1",1495327,1495438,112,"*",c("SRR5874658__00679", "SRR5874657__00602")
"547","1",1496547,1497010,464,"*",c("SRR5874657__00603", "SRR5874658__00680")
"548","1",1497557,1498220,664,"*",c("SRR5874658__00681", "SRR5874657__00604")
"549","1",1503731,1505068,1338,"*",c("SRR5874658__00682", "SRR5874657__00605")
"550","1",1510181,1510393,213,"*",c("SRR5874657__00606", "SRR5874658__00683")
"551","1",1511675,1511900,226,"*",c("SRR5874658__00684", "SRR5874657__00607")
"552","1",1517883,1518117,235,"*",c("SRR5874658__00685", "SRR5874657__00608")
"553","1",1518679,1518992,314,"*",c("SRR5874657__00609", "SRR5874658__00686")
"554","1",1519981,1520171,191,"*",c("SRR5874657__00610", "SRR5874658__00687")
"555","1",1520449,1520713,265,"*",c("SRR5874658__00688", "SRR5874657__00611")
"556","1",1523542,1523681,140,"*",c("SRR5874657__00612", "SRR5874658__00689")
"557","1",1525315,1525525,211,"*",c("SRR5874657__00613", "SRR5874658__00692")
"558","1",1531233,1531361,129,"*",c("SRR5874657__00614", "SRR5874658__00694")
"559","1",1534187,1534664,478,"*",c("SRR5874657__00615", "SRR5874658__00695", "SRR5874658__00696")
"560","1",1534714,1534887,174,"*",c("SRR5874657__00616", "SRR5874658__00697")
"561","1",1545125,1545478,354,"*",c("SRR5874657__00617", "SRR5874658__00698")
"562","1",1546055,1546404,350,"*",c("SRR5874657__00618", "SRR5874658__00699")
"563","1",1546520,1546667,148,"*",c("SRR5874657__00619", "SRR5874658__00700")
"564","1",1548572,1548843,272,"*",c("SRR5874657__00620", "SRR5874658__00701")
"565","1",1550201,1550351,151,"*",c("SRR5874658__00703", "SRR5874657__00621")
"566","1",1553371,1553629,259,"*",c("SRR5874657__00622", "SRR5874658__00705")
